swr_factor,k_min,par_id
1.235,2.445e-06,p2742
1.706,4.789e-06,p2743
1.824,7.119e-06,p2744
1.563,4.532e-06,p2745
0.8026,7.496e-06,p2746
1.441,2.058e-06,p2747
0.5847,6.749e-06,p2748
0.8835,7.945e-06,p2749
1.672,2.75e-06,p2750
1.677,4.581e-06,p2751
1.204,7.204e-07,p2752
1.309,1.757e-06,p2753
1.123,3.196e-06,p2754
1.242,4.25e-06,p2755
1.527,6.669e-07,p2756
0.6479,4.045e-06,p2757
1.283,7.865e-06,p2758
1.13,6.618e-06,p2759
1.596,6.469e-06,p2760
0.9762,3.886e-06,p2761
1.873,7.431e-06,p2762
1.583,3.374e-06,p2763
1.173,8.043e-06,p2764
0.552,2.187e-07,p2765
0.5549,8.255e-06,p2766
0.9957,5.154e-06,p2767
1.017,2.61e-06,p2768
0.835,2.193e-06,p2769
1.816,1.481e-06,p2770
0.5202,6.179e-06,p2771
0.8044,2.2e-06,p2772
1.698,9.689e-06,p2773
0.5835,1.778e-06,p2774
1.817,7.189e-06,p2775
0.797,5.282e-07,p2776
1.7,5.099e-06,p2777
1.11,4.828e-06,p2778
0.6825,1.889e-06,p2779
1.747,4.758e-06,p2780
0.5251,2.587e-06,p2781
1.907,7.609e-06,p2782
1.792,1.189e-06,p2783
0.6673,5.015e-06,p2784
1.756,5.787e-06,p2785
0.7169,3.139e-06,p2786
0.6782,2.725e-06,p2787
0.7553,2.867e-06,p2788
1.902,2.265e-06,p2789
0.5057,5.498e-06,p2790
1.257,1.486e-06,p2791
1.488,8.437e-06,p2792
1.814,3.327e-06,p2793
1.145,2.69e-06,p2794
0.9802,2.706e-06,p2795
1.212,6.492e-06,p2796
1.186,3.604e-06,p2797
1.836,8.072e-06,p2798
0.7979,1.704e-06,p2799
0.6974,6.036e-06,p2800
0.6256,6.008e-06,p2801
1.828,8.153e-06,p2802
0.5679,1.668e-06,p2803
0.7443,8.574e-06,p2804
1.76,2.779e-07,p2805
1.338,1.966e-06,p2806
1.593,7.975e-06,p2807
1.005,5.552e-06,p2808
0.8726,3.627e-06,p2809
1.095,3.393e-06,p2810
1.18,7.685e-06,p2811
1.117,3.098e-06,p2812
0.532,9.287e-06,p2813
1.692,4.169e-06,p2814
0.6064,5.209e-06,p2815
0.9395,9.978e-06,p2816
1.584,3.974e-06,p2817
1.029,2.033e-06,p2818
1.502,7.813e-06,p2819
0.7754,9.29e-06,p2820
0.7767,2.392e-06,p2821
0.663,6.923e-06,p2822
1.985,8.197e-06,p2823
0.6252,7.679e-06,p2824
1.561,7.483e-06,p2825
1.453,8.181e-06,p2826
0.893,6.771e-06,p2827
1.326,2.649e-07,p2828
1.993,7.889e-06,p2829
0.7024,5.455e-06,p2830
1.837,4.948e-06,p2831
1.699,5.447e-06,p2832
0.7336,6.041e-06,p2833
1.735,1.978e-06,p2834
0.9182,1.722e-06,p2835
1.928,6.089e-06,p2836
1.137,5.993e-06,p2837
1.253,1.908e-07,p2838
0.5369,3.591e-06,p2839
0.9522,7.764e-06,p2840
1.323,5.478e-06,p2841
1.667,4.039e-06,p2842
1.097,9.187e-06,p2843
1.466,4.511e-06,p2844
0.5048,2.304e-06,p2845
0.9835,7.724e-06,p2846
1.352,8.142e-07,p2847
1.297,6.808e-06,p2848
0.9233,9.869e-06,p2849
0.6112,2.916e-06,p2850
1.43,4.074e-06,p2851
1.814,5.129e-06,p2852
0.5949,4.081e-06,p2853
1.679,9.332e-06,p2854
1.778,2.165e-06,p2855
1.614,5.695e-07,p2856
1.111,8.493e-06,p2857
1.721,4.355e-06,p2858
1.497,9.005e-06,p2859
0.8764,7.689e-06,p2860
0.5859,1.862e-06,p2861
1.761,5.597e-07,p2862
1.859,6.946e-06,p2863
1.529,4.113e-06,p2864
0.6297,4.368e-06,p2865
1.159,1.368e-06,p2866
1.242,3.94e-06,p2867
0.5436,4.633e-06,p2868
1.125,2.014e-06,p2869
1.806,5.306e-06,p2870
0.5573,9.396e-06,p2871
1.683,7.782e-06,p2872
1.963,2.111e-06,p2873
1.344,7.297e-06,p2874
1.301,8.128e-06,p2875
1.665,1.593e-06,p2876
0.8002,3.023e-06,p2877
1.754,4.064e-06,p2878
1.876,7.555e-06,p2879
1.322,8.78e-06,p2880
0.5843,7.654e-06,p2881
1.349,4.177e-06,p2882
1.841,3.29e-06,p2883
1.064,1.037e-06,p2884
0.6292,9.659e-06,p2885
0.769,4.968e-06,p2886
1.15,7.824e-06,p2887
1.503,6.363e-07,p2888
1.063,1.272e-06,p2889
0.8188,9.514e-06,p2890
0.5483,8.285e-06,p2891
1.355,3.017e-06,p2892
1.152,1.376e-06,p2893
1.821,9.043e-06,p2894
1.646,2.184e-06,p2895
0.8115,5.802e-06,p2896
1.457,5.068e-06,p2897
0.5467,2.157e-06,p2898
1.873,2.642e-06,p2899
1.331,7.226e-06,p2900
0.6701,4.491e-06,p2901
0.9662,2.874e-07,p2902
0.7405,2.298e-06,p2903
1.778,5.323e-06,p2904
1.482,6.419e-06,p2905
0.7124,9.33e-07,p2906
0.6327,8.194e-06,p2907
1.732,9.171e-06,p2908
0.5612,3.983e-06,p2909
1.147,8.508e-06,p2910
0.8267,9.274e-06,p2911
1.145,2.024e-06,p2912
1.529,5.231e-06,p2913
0.7999,9.7e-06,p2914
1.261,5.871e-06,p2915
0.7352,2.412e-06,p2916
1.515,4.388e-07,p2917
1.346,9.111e-06,p2918
1.923,6.988e-07,p2919
1.088,7.478e-06,p2920
0.9095,3.775e-06,p2921
1.883,5.518e-06,p2922
1.443,7.244e-06,p2923
0.9008,8.778e-06,p2924
1.819,2.207e-07,p2925
1.886,3.856e-06,p2926
0.8747,4.106e-06,p2927
1.967,6.16e-06,p2928
0.7646,7.117e-06,p2929
1.86,6.608e-06,p2930
0.8142,9.014e-06,p2931
1.661,2.614e-07,p2932
1.329,5.884e-06,p2933
1.479,7.638e-06,p2934
0.7698,2.327e-06,p2935
1.681,9.735e-06,p2936
1.143,2.932e-06,p2937
1.952,4.613e-06,p2938
0.6744,7.801e-06,p2939
1.976,9.75e-06,p2940
1.438,7.293e-06,p2941
1.312,2.766e-06,p2942
1.991,7.523e-06,p2943
1.293,3.957e-06,p2944
1.613,7.367e-06,p2945
1.164,5.091e-06,p2946
1.168,1.204e-06,p2947
1.727,9.378e-06,p2948
0.5769,3.389e-06,p2949
1.23,5.119e-06,p2950
0.6922,8.473e-06,p2951
0.5746,1.613e-06,p2952
1.874,8.499e-06,p2953
0.722,5.45e-06,p2954
1.395,8.67e-06,p2955
1.418,9.492e-07,p2956
1.654,5.85e-06,p2957
0.7708,3.603e-06,p2958
0.8987,1.608e-06,p2959
1.351,9.243e-06,p2960
1.777,9.334e-06,p2961
0.8097,7.565e-06,p2962
1.079,1.656e-07,p2963
1.343,2.428e-06,p2964
0.6648,4.361e-06,p2965
1.206,8.549e-06,p2966
1.603,8.787e-06,p2967
1.524,1.677e-06,p2968
1.174,1.72e-06,p2969
1.136,3.586e-06,p2970
1.795,7.058e-06,p2971
0.7083,8.365e-06,p2972
1.473,8.04e-06,p2973
1.781,1.798e-06,p2974
0.9601,2.532e-06,p2975
1.259,6.539e-06,p2976
1.616,8.381e-06,p2977
0.8522,1.509e-06,p2978
0.8588,7.352e-06,p2979
1.232,6.525e-06,p2980
0.8893,7.529e-06,p2981
1.976,2.626e-06,p2982
0.8879,7.11e-06,p2983
1.875,8.173e-06,p2984
1.992,7.005e-06,p2985
1.199,9.981e-06,p2986
1.722,8.251e-06,p2987
1.059,1.781e-06,p2988
1.284,3.719e-06,p2989
1.002,8.206e-06,p2990
1.071,3.367e-06,p2991
0.9511,4.823e-06,p2992
1.381,4.538e-06,p2993
1.823,1.959e-06,p2994
0.9683,2.269e-06,p2995
0.8663,7.126e-06,p2996
0.7114,9.571e-07,p2997
0.6073,1.713e-06,p2998
1.752,5.012e-06,p2999
1.696,6.814e-06,p3000
0.7993,9.915e-06,p3001
1.836,6.74e-06,p3002
0.8647,4.37e-07,p3003
0.8264,2.396e-07,p3004
0.8561,1.498e-06,p3005
1.926,6.777e-06,p3006
1.521,7.121e-06,p3007
1.048,6.071e-06,p3008
0.9545,1.819e-06,p3009
1.371,9.349e-06,p3010
1.119,1.059e-06,p3011
1.819,2.742e-06,p3012
1.695,4.98e-06,p3013
1.424,9.011e-06,p3014
1.129,8.18e-07,p3015
1.624,5.894e-06,p3016
0.8659,9.473e-06,p3017
0.5007,1.22e-06,p3018
1.911,1.596e-06,p3019
1.176,1.507e-06,p3020
1.515,5.213e-06,p3021
1.667,6.351e-06,p3022
1.697,3.678e-06,p3023
0.5963,6.317e-06,p3024
1.358,6.359e-06,p3025
1.1,9.209e-06,p3026
1.522,3.33e-06,p3027
0.6002,2.224e-06,p3028
1.249,1.356e-06,p3029
0.9399,3.14e-06,p3030
1.14,4.877e-06,p3031
0.5731,4.066e-06,p3032
1.293,6.597e-07,p3033
1.048,9.852e-07,p3034
1.308,6.86e-06,p3035
1.043,9.918e-06,p3036
1.429,8.458e-06,p3037
1.28,3.303e-06,p3038
0.9489,6.468e-06,p3039
1.234,2.103e-06,p3040
0.5794,8.656e-07,p3041
1.062,5.57e-06,p3042
1.692,1.453e-06,p3043
1.539,7.91e-06,p3044
1.052,9.315e-06,p3045
1.866,4.814e-07,p3046
0.7375,2.137e-06,p3047
1.179,5.973e-06,p3048
0.58,1.032e-06,p3049
0.5305,4.997e-06,p3050
0.9239,8.089e-06,p3051
1.159,8.384e-06,p3052
1.78,6.834e-06,p3053
0.8255,3.388e-07,p3054
0.9086,2.449e-06,p3055
1.653,2.7e-06,p3056
1.396,8.026e-06,p3057
1.829,7.452e-06,p3058
1.001,8.501e-07,p3059
0.6237,2.425e-06,p3060
1.072,3.534e-06,p3061
1.266,7.074e-06,p3062
1.036,1.191e-06,p3063
1.709,6.033e-06,p3064
1.741,8.239e-06,p3065
1.25,6.518e-06,p3066
1.47,4.83e-06,p3067
1.438,3.443e-06,p3068
0.5475,5.885e-06,p3069
0.6877,1.838e-07,p3070
1.385,4.2e-06,p3071
1.37,7.839e-06,p3072
1.231,1.28e-06,p3073
0.8921,1.619e-06,p3074
0.7435,5.21e-07,p3075
1.184,4.337e-06,p3076
1.67,9.669e-07,p3077
1.725,7.38e-06,p3078
1.14,8.102e-06,p3079
1.898,5.918e-07,p3080
1.767,8.94e-06,p3081
1.36,2.276e-07,p3082
1.79,2.583e-06,p3083
1.376,5.557e-07,p3084
1.601,2.797e-06,p3085
0.8871,7.603e-06,p3086
1.535,8.215e-06,p3087
1.46,8.981e-06,p3088
1.175,1.258e-06,p3089
1.895,5.009e-06,p3090
1.889,3.778e-06,p3091
1.134,6.913e-06,p3092
1.257,9.281e-06,p3093
0.9579,2.584e-06,p3094
1.648,1.21e-06,p3095
1.678,9.645e-06,p3096
1.046,5.365e-06,p3097
0.5812,4.996e-06,p3098
0.9139,5.662e-06,p3099
0.8846,7.494e-06,p3100
0.743,3.866e-06,p3101
1.608,1.143e-06,p3102
1.974,9.477e-06,p3103
0.9492,4.462e-06,p3104
0.6283,8.694e-06,p3105
1.083,3.183e-06,p3106
1.913,9.966e-06,p3107
1.831,4.899e-06,p3108
1.21,3.736e-06,p3109
0.9589,2.109e-06,p3110
1.32,5.964e-06,p3111
1.982,7.682e-06,p3112
0.5341,7.887e-06,p3113
0.6159,3.77e-06,p3114
1.971,1.832e-06,p3115
1.595,6.868e-06,p3116
1.918,1.269e-06,p3117
0.9425,3.059e-06,p3118
0.5362,6.357e-06,p3119
1.221,7.171e-06,p3120
1.027,9.721e-06,p3121
0.7626,4.673e-06,p3122
1.414,9.907e-06,p3123
1.163,9.316e-06,p3124
1.831,8.631e-06,p3125
1.29,4.421e-06,p3126
1.83,8.664e-06,p3127
0.8014,1.8e-07,p3128
1.653,3.227e-06,p3129
1.744,8.605e-06,p3130
0.9408,8.049e-06,p3131
0.9444,9.14e-06,p3132
0.9218,3.538e-06,p3133
1.89,9.727e-06,p3134
1.445,7.899e-06,p3135
0.6386,9.325e-07,p3136
1.306,2.708e-06,p3137
1.057,1.535e-06,p3138
1.467,6.646e-06,p3139
0.8624,1.017e-06,p3140
0.6455,6.117e-06,p3141
1.929,4.568e-06,p3142
1.061,2.764e-06,p3143
1.553,4.567e-06,p3144
1.508,6.486e-06,p3145
1.22,3.86e-06,p3146
0.7587,1.725e-06,p3147
1.197,6.611e-06,p3148
0.6046,8.558e-06,p3149
1.513,9.072e-06,p3150
0.6211,7.319e-06,p3151
0.5426,4.169e-07,p3152
1.484,8.283e-06,p3153
1.054,8.583e-06,p3154
0.6808,6.228e-07,p3155
1.526,5.805e-06,p3156
1.532,1.057e-06,p3157
1.127,2.541e-06,p3158
0.8548,1.792e-06,p3159
1.963,5.993e-06,p3160
1.668,2.821e-06,p3161
0.823,7.251e-06,p3162
0.6933,6.561e-06,p3163
0.892,3.014e-06,p3164
1.088,2.506e-06,p3165
1.98,2.961e-06,p3166
1.416,4.224e-06,p3167
0.9468,6.311e-06,p3168
1.345,3.093e-06,p3169
1.269,9.707e-06,p3170
0.9168,9.846e-06,p3171
1.66,2.648e-06,p3172
1.374,1.051e-06,p3173
1.327,6.862e-07,p3174
1.496,5.136e-06,p3175
0.8617,8.767e-06,p3176
0.7292,3.38e-06,p3177
1.617,4.303e-06,p3178
1.152,6.135e-06,p3179
1.205,7.746e-06,p3180
1.567,8.848e-06,p3181
1.455,7.694e-06,p3182
0.8994,6.25e-07,p3183
0.9532,6.624e-06,p3184
1.034,4.341e-07,p3185
1.013,1.649e-06,p3186
1.266,5.188e-06,p3187
0.8861,8.9e-06,p3188
1.005,6.306e-06,p3189
1.203,1.872e-06,p3190
1.163,9.548e-06,p3191
1.255,9.831e-07,p3192
1.987,5.937e-06,p3193
1.012,7.41e-06,p3194
0.7145,2.67e-06,p3195
1.746,6.798e-06,p3196
1.738,1.429e-06,p3197
1.614,7.343e-06,p3198
1.184,9.932e-06,p3199
1.252,9.465e-06,p3200
1.816,8.368e-06,p3201
0.9353,5.322e-06,p3202
1.951,1.386e-06,p3203
1.058,7.772e-06,p3204
1.346,4.95e-06,p3205
1.718,1.73e-06,p3206
0.7897,2.923e-06,p3207
1.952,5.193e-06,p3208
0.5698,6.328e-06,p3209
0.6837,9.238e-06,p3210
1.152,6.11e-07,p3211
0.5224,2.02e-06,p3212
1.264,7.214e-06,p3213
1.44,4.671e-06,p3214
1.434,1.325e-06,p3215
1.286,6.22e-06,p3216
0.6988,1.775e-06,p3217
1.683,3.609e-06,p3218
0.6678,3.343e-06,p3219
0.7855,9.365e-06,p3220
0.8227,1.398e-06,p3221
1.339,3.109e-06,p3222
1.411,7.224e-06,p3223
0.9231,6.373e-06,p3224
1.411,3.311e-06,p3225
1.188,6.44e-06,p3226
1.937,4.472e-07,p3227
0.6506,5.155e-06,p3228
0.6768,3.742e-06,p3229
0.8255,4.676e-06,p3230
1.275,6.873e-06,p3231
1.903,3.18e-06,p3232
0.9612,9.874e-06,p3233
1.227,4.529e-06,p3234
1.23,3.186e-06,p3235
0.5333,4.892e-06,p3236
0.5643,1.096e-06,p3237
0.8161,5.609e-06,p3238
1.256,5.053e-07,p3239
0.8406,6.76e-06,p3240
1.85,3.372e-06,p3241
0.8838,3.62e-06,p3242
0.654,3.237e-06,p3243
1.815,2.256e-06,p3244
1.313,4.754e-06,p3245
1.432,4.836e-06,p3246
1.536,4.253e-06,p3247
0.8127,5.235e-06,p3248
1.884,7.454e-07,p3249
1.591,3.376e-06,p3250
0.9452,2.456e-06,p3251
0.8048,9.351e-06,p3252
0.7424,4.99e-06,p3253
1.27,1.362e-06,p3254
1.116,5.735e-06,p3255
0.8722,9.058e-06,p3256
0.7078,8.896e-07,p3257
1.75,9.794e-06,p3258
1.733,9.407e-06,p3259
0.9163,4.152e-06,p3260
1.132,8.706e-06,p3261
1.773,9.103e-06,p3262
1.702,7.97e-06,p3263
1.462,4.919e-06,p3264
1.546,3.355e-06,p3265
1.657,7.124e-06,p3266
1.542,6.53e-06,p3267
1.314,4.386e-06,p3268
1.626,1.929e-06,p3269
1.952,2.679e-06,p3270
0.9891,2.342e-06,p3271
1.135,2.838e-06,p3272
1.11,1.899e-06,p3273
1.646,7.36e-06,p3274
1.61,3.288e-06,p3275
1.43,3.042e-06,p3276
1.57,2.756e-06,p3277
0.5284,3.663e-06,p3278
0.8296,7.339e-06,p3279
1.524,7.868e-06,p3280
1.985,5.457e-06,p3281
1.754,2.689e-06,p3282
1.123,3.147e-06,p3283
1.419,6.261e-06,p3284
1.851,2.132e-07,p3285
1.741,9.923e-06,p3286
1.55,8.298e-06,p3287
1.834,5.734e-06,p3288
1.576,9.22e-06,p3289
1.686,8.109e-06,p3290
0.8611,6.802e-06,p3291
0.9324,5.367e-07,p3292
0.5286,2.835e-06,p3293
1.259,5.672e-06,p3294
1.465,2.295e-06,p3295
0.8828,4.108e-06,p3296
0.6828,3.824e-06,p3297
0.7017,6.502e-06,p3298
1.913,3.234e-06,p3299
1.099,6.585e-06,p3300
1.925,8.762e-06,p3301
0.8789,8.519e-06,p3302
0.7495,8.51e-06,p3303
1.972,7.296e-07,p3304
0.85,7.838e-06,p3305
1.153,4.767e-06,p3306
0.7392,1.124e-06,p3307
1.691,7.7e-06,p3308
0.8357,2.71e-06,p3309
1.992,6.321e-06,p3310
1.59,6.21e-06,p3311
1.296,6.601e-06,p3312
0.6349,7.775e-06,p3313
1.427,2.708e-07,p3314
0.6207,2.478e-06,p3315
1.877,4.38e-06,p3316
0.5227,1.771e-06,p3317
1.46,8.536e-06,p3318
0.9536,7.573e-06,p3319
0.8512,1.654e-06,p3320
1.66,1.387e-06,p3321
1.892,8.783e-06,p3322
0.8471,3.63e-06,p3323
0.5648,6.634e-06,p3324
1.882,4.131e-06,p3325
1.324,6.331e-06,p3326
1.471,1.114e-06,p3327
1.043,9.227e-06,p3328
1.143,6.633e-06,p3329
1.173,7.658e-06,p3330
1.99,7.509e-06,p3331
1.092,2.855e-06,p3332
1.197,4.693e-06,p3333
1.823,6.87e-06,p3334
1.448,7.128e-06,p3335
1.477,5.696e-06,p3336
1.544,3.262e-07,p3337
1.995,1.694e-06,p3338
0.7856,6.861e-06,p3339
1.048,8.633e-06,p3340
0.5964,7.095e-06,p3341
1.252,2.419e-06,p3342
1.765,5.005e-06,p3343
1.71,4.959e-06,p3344
1.916,4.717e-06,p3345
1.247,2.536e-06,p3346
1.25,7.181e-06,p3347
0.65,2.05e-06,p3348
0.8291,2.967e-06,p3349
0.9076,2.009e-07,p3350
1.031,1.856e-06,p3351
0.7422,1.812e-06,p3352
1.283,9.571e-06,p3353
0.7331,7.096e-06,p3354
0.7656,6.763e-06,p3355
1.243,5.853e-06,p3356
0.6912,9.161e-07,p3357
1.04,7.073e-06,p3358
1.964,7.066e-06,p3359
0.972,9.301e-06,p3360
0.7329,2.125e-06,p3361
1.23,6.547e-06,p3362
1.09,9.06e-07,p3363
1.874,1.614e-06,p3364
1.846,9.225e-06,p3365
0.8317,2.489e-06,p3366
1.267,2.873e-06,p3367
1.081,6.967e-06,p3368
0.947,3.025e-06,p3369
1.435,3.58e-06,p3370
0.9154,4.296e-06,p3371
1.607,6.612e-06,p3372
1.019,5.726e-06,p3373
1.142,3.058e-07,p3374
1.392,7.498e-06,p3375
0.9603,7.485e-06,p3376
1.276,8.09e-07,p3377
0.6606,7.94e-06,p3378
1.146,4.271e-06,p3379
1.821,5.3e-06,p3380
1.962,8.738e-06,p3381
0.6758,5.51e-06,p3382
1.451,4.374e-06,p3383
0.7253,3.921e-07,p3384
1.543,5.752e-06,p3385
0.7793,5.063e-06,p3386
1.938,2.274e-06,p3387
1.261,2.567e-06,p3388
1.326,2.211e-06,p3389
1.602,4.8e-06,p3390
0.5987,8.178e-06,p3391
1.586,8.571e-07,p3392
0.9283,1.422e-06,p3393
1.872,5.605e-06,p3394
1.627,7.168e-06,p3395
1.109,1.139e-06,p3396
1.522,3.436e-06,p3397
1.335,3.157e-06,p3398
1.375,2.907e-06,p3399
0.6321,9.356e-06,p3400
0.8278,5.909e-06,p3401
1.909,3.966e-06,p3402
0.7882,5.762e-06,p3403
1.647,9.521e-06,p3404
1.025,4.678e-06,p3405
1.765,1.515e-06,p3406
1.309,7.311e-06,p3407
0.8449,8.438e-06,p3408
1.475,9.859e-06,p3409
1.525,1.133e-06,p3410
1.363,9.853e-06,p3411
1.416,2.36e-06,p3412
0.7442,5.4e-06,p3413
1.939,5.243e-06,p3414
0.6917,7.784e-06,p3415
0.6531,2.433e-06,p3416
1.97,2.58e-06,p3417
1.682,4.84e-06,p3418
0.5695,3.033e-06,p3419
0.7348,5.5e-06,p3420
1.977,3.843e-06,p3421
1.673,7.728e-06,p3422
1.105,3.404e-06,p3423
1.459,7.347e-07,p3424
1.597,1.877e-07,p3425
1.529,8.632e-06,p3426
0.5296,8.646e-06,p3427
1.41,6.3e-06,p3428
0.9026,1.396e-06,p3429
0.6316,5.336e-06,p3430
1.496,1.426e-07,p3431
1.469,3.579e-06,p3432
1.119,4.773e-06,p3433
1.556,4.141e-07,p3434
1.819,8.773e-06,p3435
1.581,9.423e-06,p3436
1.5,6.703e-06,p3437
1.548,4.804e-06,p3438
1.456,5.282e-06,p3439
1.074,4.852e-06,p3440
1.495,8.687e-06,p3441
1.228,7.949e-06,p3442
0.5002,2.392e-06,p3443
0.5598,7.958e-06,p3444
1.143,6.514e-06,p3445
0.6347,5.941e-06,p3446
0.6426,7.477e-06,p3447
0.7511,9.992e-06,p3448
1.868,7.415e-06,p3449
1.807,9.488e-06,p3450
0.9529,7.76e-06,p3451
1.908,4.751e-06,p3452
1.506,7.815e-06,p3453
1.347,5.513e-06,p3454
1.953,2.057e-06,p3455
1.726,1.126e-06,p3456
1.076,7.871e-06,p3457
1.532,9.685e-06,p3458
1.857,2.644e-06,p3459
1.302,9.252e-06,p3460
1.858,3.039e-06,p3461
1.791,3.819e-06,p3462
0.9644,7.003e-06,p3463
1.166,5.779e-06,p3464
1.478,3.542e-06,p3465
0.7969,9.064e-06,p3466
0.7964,5.784e-06,p3467
0.9296,5.178e-06,p3468
0.7192,9.987e-06,p3469
1.648,4.162e-06,p3470
1.632,2.514e-06,p3471
1.989,5.239e-06,p3472
1.755,4.441e-06,p3473
1.151,5.668e-06,p3474
1.797,7.211e-06,p3475
1.126,4.364e-06,p3476
1.856,4.901e-06,p3477
1.222,2.174e-06,p3478
1.294,4.475e-06,p3479
0.6374,7.569e-06,p3480
1.047,6.117e-06,p3481
0.542,5.381e-06,p3482
1.406,8.031e-06,p3483
1.537,5.624e-07,p3484
0.5713,2.235e-06,p3485
0.9457,3.1e-06,p3486
1.728,7.054e-07,p3487
1.472,1.462e-06,p3488
0.5416,8.926e-06,p3489
0.688,8.008e-07,p3490
0.7867,1.549e-06,p3491
1.407,8.037e-06,p3492
1.263,8.999e-06,p3493
1.18,8.287e-06,p3494
1.272,4.144e-06,p3495
1.684,4.257e-06,p3496
1.009,2.012e-06,p3497
1.354,1.992e-06,p3498
1.585,2.747e-06,p3499
0.878,9.218e-06,p3500
0.6307,7.983e-06,p3501
1.626,9.947e-06,p3502
1.52,4.357e-06,p3503
0.9021,8.327e-06,p3504
1.007,1.102e-06,p3505
1.855,8.776e-06,p3506
0.5515,5.557e-06,p3507
1.893,4.981e-06,p3508
1.089,9.969e-06,p3509
1.447,5.836e-06,p3510
1.758,4.499e-06,p3511
1.9,5.778e-06,p3512
1.99,3.337e-07,p3513
0.7649,7.931e-06,p3514
1.897,8.966e-06,p3515
1.974,8.07e-06,p3516
0.6963,7.232e-06,p3517
0.638,1.979e-06,p3518
1.205,9.907e-06,p3519
1.447,7.065e-06,p3520
0.6918,4.132e-06,p3521
0.8876,7.674e-06,p3522
1.19,2.836e-06,p3523
0.6787,6.392e-06,p3524
1.955,9.326e-06,p3525
1.237,5.678e-06,p3526
1.106,3.055e-06,p3527
1.667,5.263e-07,p3528
1.982,6.456e-06,p3529
1.555,5.659e-06,p3530
1.476,7.209e-06,p3531
1.095,9.342e-06,p3532
1.109,2.232e-06,p3533
1.166,3.596e-06,p3534
0.6192,1.942e-06,p3535
1.413,8.869e-06,p3536
1.255,3.495e-06,p3537
1.507,8.37e-06,p3538
0.566,4.391e-06,p3539
0.5638,6.692e-06,p3540
1.799,9.102e-06,p3541
1.275,5.507e-06,p3542
0.9334,5.565e-06,p3543
1.693,4.171e-06,p3544
1.637,1.927e-06,p3545
0.647,6.268e-06,p3546
0.8769,2.982e-06,p3547
1.757,1.123e-06,p3548
1.999,1.981e-06,p3549
1.278,2.848e-06,p3550
1.386,8.867e-06,p3551
0.8303,8.679e-06,p3552
1.582,8.877e-06,p3553
0.9006,3.35e-06,p3554
1.522,6.12e-06,p3555
1.117,6.617e-06,p3556
0.9856,6.057e-07,p3557
1.541,1.763e-06,p3558
1.863,5.152e-06,p3559
1.209,6.655e-06,p3560
0.9273,1.673e-06,p3561
1.712,7.877e-06,p3562
1.468,4.626e-06,p3563
1.373,4.775e-06,p3564
1.618,3.712e-06,p3565
0.68,8.599e-06,p3566
1.641,6.402e-06,p3567
1.489,3.945e-06,p3568
0.7471,4.555e-06,p3569
0.5439,1.837e-06,p3570
0.9767,3.874e-06,p3571
1.559,5.241e-06,p3572
1.716,1.56e-06,p3573
1.159,8.918e-06,p3574
0.7499,8.697e-07,p3575
1.015,8.867e-07,p3576
1.339,3.502e-06,p3577
1.281,8.385e-06,p3578
1.906,9.642e-06,p3579
1.211,2.378e-06,p3580
1.332,2.813e-06,p3581
1.443,1.793e-06,p3582
1.704,3.381e-06,p3583
1.919,3.749e-06,p3584
1.088,9.891e-06,p3585
0.8384,2.461e-06,p3586
1.669,2.899e-06,p3587
1.657,8.413e-06,p3588
1.516,5.402e-06,p3589
1.651,4.307e-07,p3590
1.337,7.991e-06,p3591
1.87,3.265e-06,p3592
1.089,5.483e-06,p3593
1.287,3.339e-06,p3594
0.8271,5.065e-06,p3595
1.919,6.94e-06,p3596
1.686,4.407e-06,p3597
1.662,4.241e-07,p3598
1.042,3.136e-06,p3599
0.706,3.92e-06,p3600
1.923,6.188e-06,p3601
1.986,9.18e-06,p3602
1.916,4.262e-06,p3603
1.069,8.45e-06,p3604
1.876,6.202e-06,p3605
0.8556,8.017e-06,p3606
1.805,1.217e-06,p3607
1.555,1.36e-06,p3608
1.735,6.353e-06,p3609
1.455,4.277e-06,p3610
1.209,4.904e-06,p3611
1.219,7.173e-06,p3612
1.301,9.765e-06,p3613
1.492,4.098e-06,p3614
0.5567,9.33e-06,p3615
0.5593,3.709e-06,p3616
1.598,1.922e-06,p3617
1.912,4.376e-06,p3618
0.9123,2.081e-07,p3619
1.3,9.688e-06,p3620
0.6859,6.795e-06,p3621
1.616,4.024e-06,p3622
0.6422,4.282e-06,p3623
1.78,2.794e-06,p3624
0.8709,5.312e-06,p3625
1.702,4.423e-06,p3626
0.7662,4.67e-06,p3627
0.6646,9.183e-07,p3628
0.6165,8.756e-07,p3629
1.728,1.358e-06,p3630
1.059,7.631e-06,p3631
1.888,5.59e-06,p3632
1.892,4.735e-06,p3633
1.759,7.348e-06,p3634
0.8329,8.813e-07,p3635
1.061,2.887e-06,p3636
1.955,6.919e-06,p3637
0.5804,2.618e-06,p3638
1.898,9.937e-06,p3639
1.779,4.134e-06,p3640
0.89,6.793e-06,p3641
1.835,1.665e-06,p3642
1.894,5.229e-06,p3643
0.7581,7.374e-07,p3644
1.173,5.219e-06,p3645
1.279,1.349e-06,p3646
1.828,2.79e-06,p3647
1.593,8.732e-06,p3648
0.5756,4.608e-06,p3649
1.627,1.26e-06,p3650
1.615,1.57e-06,p3651
1.242,6.717e-06,p3652
1.56,9.001e-06,p3653
0.8034,9.418e-06,p3654
1.896,8.229e-06,p3655
